Client Id,age,job,own.house,dependents,marital,gender,work.exp,education,default,balance,housing,loan,credit.score,contact,credit.history,day,month,duration,campaign,pdays,previous,poutcome,Y
23178,60,management,0,0,married,F,10,tertiary,no,6,yes,no,84,cellular,good,6,may,787,3,-1,0,unknown,0
23179,40,management,1,2,married,M,3,tertiary,no,1598,yes,yes,93,cellular,critical,6,may,1074,4,344,3,failure,1
23180,35,blue-collar,0,1,married,M,16,primary,no,2953,yes,no,85,telephone,good,6,may,97,2,-1,0,unknown,0
23181,36,blue-collar,1,0,married,F,8,unknown,no,-400,yes,yes,47,cellular,very good,6,may,362,2,307,1,failure,0
23182,30,blue-collar,0,2,married,M,4,secondary,no,-71,yes,no,85,cellular,poor,6,may,165,2,-1,0,unknown,0
23183,35,management,0,2,married,M,15,tertiary,no,802,yes,no,91,cellular,very good,6,may,686,2,-1,0,unknown,1
23184,35,technician,0,3,single,F,14,tertiary,no,275,yes,no,83,unknown,critical,6,may,157,3,254,5,failure,0
23185,46,technician,0,2,,F,14,secondary,no,747,yes,no,90,telephone,good,6,may,22,6,-1,0,unknown,0
23186,31,management,0,1,married,F,10,tertiary,no,-692,yes,yes,88,cellular,good,6,may,117,2,-1,0,unknown,0
23187,31,self-employed,0,2,single,F,3,secondary,no,148,yes,yes,84,cellular,good,6,may,232,2,167,4,failure,0
23188,22,blue-collar,1,0,married,M,13,secondary,no,223,yes,no,84,cellular,good,6,may,268,1,344,1,failure,0
23189,45,management,0,2,married,M,13,tertiary,no,-206,yes,no,,cellular,good,6,may,337,2,-1,0,unknown,0
23190,25,student,0,3,single,M,4,secondary,no,115,no,no,93,cellular,very good,6,may,796,2,-1,0,unknown,0
23191,38,management,0,0,,F,15,tertiary,no,104,yes,no,86,cellular,very good,6,may,606,3,-1,0,unknown,1
23192,,blue-collar,1,0,married,F,18,primary,no,2111,yes,no,90,cellular,good,7,may,86,2,-1,0,unknown,0
23193,37,admin.,1,2,single,M,14,secondary,no,22,yes,no,52,cellular,critical,7,may,28,2,289,5,failure,0
23194,30,admin.,0,4,single,M,13,secondary,no,122,yes,no,57,cellular,poor,7,may,219,2,-1,0,unknown,0
23195,48,technician,1,0,married,M,15,secondary,no,505,yes,no,90,cellular,good,7,may,113,2,-1,0,unknown,0
23196,32,blue-collar,0,4,single,M,14,secondary,no,1402,yes,no,69,cellular,very good,7,may,343,3,295,5,other,0
23197,34,blue-collar,1,0,married,F,14,secondary,no,4,yes,yes,96,cellular,good,7,may,315,2,-1,0,unknown,0
23198,50,management,0,2,married,F,16,tertiary,no,29,yes,no,74,cellular,critical,7,may,83,4,266,20,other,0
23199,26,student,1,4,single,F,15,secondary,no,1209,yes,no,84,cellular,critical,7,may,57,4,-1,0,unknown,0
23200,26,services,0,2,single,F,14,secondary,no,1700,yes,no,86,cellular,poor,7,may,13,5,-1,0,unknown,0
23201,26,management,1,3,single,F,7,tertiary,no,199,yes,no,87,cellular,Poor,7,may,413,1,-1,0,unknown,0
23202,54,management,1,3,married,M,12,primary,no,3185,yes,yes,54,cellular,critical,7,may,187,1,-1,0,unknown,0
23203,,technician,1,1,divorced,F,18,secondary,no,2777,yes,no,,cellular,critical,7,may,633,1,-1,0,unknown,0
23204,37,management,1,4,married,M,15,tertiary,no,1780,yes,no,88,cellular,critical,7,may,205,1,-1,0,unknown,0
23205,25,services,1,2,married,M,9,secondary,no,10,yes,no,87,cellular,very good,7,may,51,1,294,1,failure,0
23206,31,self-employed,1,4,single,M,10,tertiary,no,253,yes,no,,cellular,critical,7,may,157,1,349,4,failure,0
23207,34,unknown,0,4,single,F,14,tertiary,no,2679,yes,no,88,cellular,good,7,may,195,1,-1,0,unknown,0
23208,30,unknown,1,4,married,F,18,secondary,no,0,yes,no,96,unknown,good,7,may,512,1,-1,0,unknown,0
23209,35,blue-collar,0,3,married,M,14,secondary,no,-701,yes,yes,84,cellular,critical,7,may,531,3,-1,0,unknown,0
23210,30,unknown,1,2,married,F,15,secondary,no,-559,yes,yes,88,cellular,very good,7,may,98,1,167,2,failure,0
23211,26,blue-collar,1,1,single,F,12,secondary,no,7475,yes,no,,cellular,good,7,may,204,1,-1,0,unknown,0
23212,52,admin.,0,3,married,M,16,primary,no,448,yes,no,,cellular,critical,7,may,82,1,-1,0,unknown,0
23213,,admin.,1,2,married,F,13,secondary,no,0,yes,no,76,cellular,good,7,may,47,1,-1,0,unknown,0
23214,,management,0,1,married,F,10,tertiary,no,2465,yes,yes,86,cellular,good,7,may,923,1,-1,0,unknown,1
23215,50,admin.,1,0,single,M,14,secondary,no,2040,yes,no,91,cellular,critical,7,may,149,1,357,1,failure,0
23216,36,blue-collar,1,2,married,F,7,secondary,no,89,yes,no,94,cellular,good,7,may,62,6,366,2,failure,0
23217,29,admin.,0,3,divorced,M,16,secondary,no,504,yes,no,48,cellular,good,7,may,203,1,-1,0,unknown,0
23218,41,blue-collar,0,0,married,F,16,primary,no,293,yes,yes,87,cellular,critical,7,may,102,1,-1,0,unknown,0
23219,,unknown,1,2,single,F,15,secondary,no,14,yes,no,85,cellular,very good,7,may,241,1,-1,0,unknown,0
23220,34,management,0,0,single,M,12,tertiary,no,171,yes,no,85,cellular,critical,7,may,191,1,294,1,failure,0
23221,24,unknown,1,1,married,M,13,primary,no,-247,yes,no,91,cellular,very good,7,may,203,1,-1,0,unknown,0
23222,33,technician,0,3,divorced,M,13,secondary,no,250,yes,yes,86,cellular,poor,7,may,277,1,-1,0,unknown,0
23223,32,management,0,0,single,M,15,tertiary,no,41,yes,no,86,cellular,poor,7,may,449,1,338,1,other,0
23224,38,blue-collar,1,4,divorced,F,15,secondary,no,887,yes,no,82,unknown,very good,7,may,722,1,-1,0,unknown,0
23225,,admin.,1,4,single,F,17,secondary,no,1854,yes,no,93,telephone,Poor,7,may,45,1,342,2,failure,0
23226,39,management,1,1,single,M,13,tertiary,no,968,yes,no,88,cellular,poor,7,may,59,1,258,6,failure,0
23227,37,self-employed,1,3,,F,17,tertiary,no,2441,yes,yes,87,cellular,critical,7,may,248,1,-1,0,unknown,0
23228,29,admin.,1,3,,F,18,secondary,no,-194,yes,no,93,cellular,very good,7,may,127,1,-1,0,unknown,0
23229,51,management,0,2,married,M,13,secondary,no,441,yes,no,76,cellular,very good,7,may,189,2,167,2,other,0
23230,,management,0,4,married,F,14,tertiary,no,29,yes,no,49,cellular,good,7,may,549,1,-1,0,unknown,0
23231,37,services,0,1,married,M,16,secondary,no,343,yes,yes,87,cellular,critical,7,may,104,1,304,7,failure,0
23232,27,blue-collar,1,1,married,F,14,secondary,no,245,yes,no,99,cellular,good,7,may,121,1,344,2,failure,0
23233,33,unknown,0,2,married,M,11,secondary,no,-370,yes,no,54,cellular,good,7,may,261,1,345,1,failure,1
23234,30,admin.,1,1,,F,13,tertiary,no,400,yes,no,93,cellular,very good,7,may,223,1,-1,0,unknown,0
23235,30,blue-collar,1,0,divorced,M,15,secondary,no,292,yes,no,48,unknown,critical,7,may,381,1,335,5,other,0
23236,53,self-employed,1,3,married,F,15,tertiary,no,167,yes,no,88,unknown,very good,7,may,84,1,343,1,other,0
23237,30,technician,0,0,married,F,8,secondary,no,3875,yes,no,85,cellular,good,7,may,131,1,338,2,other,0
23238,34,unknown,1,0,divorced,M,14,unknown,no,-131,yes,no,54,cellular,very good,7,may,132,1,356,1,failure,0
23239,56,blue-collar,0,3,married,F,13,secondary,no,471,yes,no,75,cellular,very good,7,may,104,1,342,2,failure,0
23240,35,technician,1,3,divorced,M,6,secondary,no,44,yes,yes,88,unknown,good,7,may,366,1,167,2,failure,0
23241,43,admin.,0,2,,F,15,secondary,no,544,yes,no,86,cellular,good,7,may,187,1,-1,0,unknown,0
23242,34,management,1,2,married,F,12,tertiary,no,1495,yes,no,86,cellular,good,7,may,50,1,-1,0,unknown,0
23243,40,services,1,4,divorced,F,10,primary,no,4,yes,no,,cellular,good,7,may,171,2,-1,0,unknown,0
23244,27,services,0,2,married,M,13,secondary,no,58,yes,no,88,unknown,very good,7,may,113,1,337,2,other,0
23245,54,management,0,4,divorced,M,11,secondary,no,300,yes,no,86,cellular,good,7,may,329,1,168,2,success,0
23246,33,services,0,3,single,F,15,unknown,no,1646,yes,no,93,telephone,poor,7,may,317,2,-1,0,unknown,0
23247,32,technician,0,1,single,F,16,unknown,no,69,no,no,86,cellular,verygood,7,may,95,1,357,3,other,0
23248,32,technician,0,2,single,F,10,tertiary,no,514,yes,yes,55,cellular,critical,7,may,138,1,168,1,failure,0
23249,33,blue-collar,1,3,single,F,12,secondary,no,381,yes,no,94,cellular,verygood,7,may,1957,1,-1,0,unknown,0
23250,26,unknown,1,3,divorced,M,13,secondary,no,-295,yes,no,94,cellular,poor,7,may,556,1,-1,0,unknown,0
23251,36,management,1,1,,F,15,tertiary,no,260,yes,no,90,cellular,poor,7,may,49,1,-1,0,unknown,0
23252,34,technician,1,0,single,F,13,secondary,no,49,no,no,93,unknown,very good,7,may,393,1,351,1,failure,0
23253,32,services,0,4,married,F,13,unknown,no,426,yes,yes,93,cellular,verygood,7,may,383,1,339,1,other,0
23254,37,management,1,3,divorced,F,11,tertiary,no,641,yes,no,86,cellular,good,7,may,334,1,-1,0,unknown,0
23255,30,admin.,1,3,single,F,16,secondary,no,222,yes,no,93,cellular,Poor,7,may,455,1,-1,0,unknown,0
23256,32,blue-collar,0,0,single,F,11,secondary,no,1291,yes,no,60,cellular,critical,7,may,223,1,293,1,failure,0
23257,50,entrepreneur,1,2,married,M,4,secondary,no,806,yes,yes,86,cellular,verygood,7,may,141,8,297,2,other,0
23258,36,management,1,4,married,F,2,secondary,no,396,yes,no,92,cellular,good,7,may,327,4,-1,0,unknown,0
23259,39,blue-collar,1,3,married,M,15,secondary,no,-219,yes,no,93,cellular,good,7,may,101,1,-1,0,unknown,0
23260,42,unknown,1,2,married,F,13,primary,no,1461,yes,no,86,unknown,verygood,7,may,757,2,170,3,failure,1
23261,34,management,1,4,divorced,F,12,tertiary,no,94,yes,no,90,unknown,very good,7,may,46,1,-1,0,unknown,0
23262,27,technician,0,2,single,M,16,secondary,no,-211,yes,no,96,cellular,good,7,may,146,1,349,3,failure,0
23263,44,blue-collar,0,1,married,M,11,primary,no,134,yes,no,93,cellular,good,7,may,378,1,-1,0,unknown,0
23264,38,admin.,0,3,divorced,F,3,secondary,no,673,yes,no,46,cellular,verygood,7,may,429,1,170,3,other,0
23265,32,unknown,0,2,single,F,15,secondary,no,129,yes,no,78,cellular,very good,7,may,213,1,-1,0,unknown,0
23266,38,blue-collar,1,2,single,M,11,secondary,no,4860,yes,no,75,cellular,good,7,may,130,1,-1,0,unknown,0
23267,,self-employed,0,0,single,M,16,tertiary,no,544,yes,no,84,unknown,poor,7,may,155,1,-1,0,unknown,0
23268,32,technician,1,1,single,M,16,secondary,no,1210,yes,yes,82,cellular,good,7,may,107,1,344,4,failure,0
23269,40,entrepreneur,0,1,married,M,14,tertiary,no,-164,no,no,94,cellular,critical,7,may,87,1,-1,0,unknown,0
23270,45,management,0,3,married,M,12,tertiary,no,1033,yes,no,91,cellular,good,7,may,177,1,357,1,failure,0
23271,28,blue-collar,0,4,married,M,18,secondary,no,251,yes,no,,cellular,very good,7,may,754,1,-1,0,unknown,0
23272,34,services,0,0,single,F,4,secondary,no,-38,yes,no,48,cellular,very good,7,may,48,1,-1,0,unknown,0
23273,24,unknown,0,3,single,F,13,secondary,no,6837,yes,no,86,cellular,very good,7,may,345,1,-1,0,unknown,0
23274,28,services,0,1,single,M,14,secondary,no,6332,yes,no,58,unknown,good,7,may,149,1,343,4,failure,0
23275,35,blue-collar,1,0,single,M,13,secondary,yes,-177,yes,yes,,cellular,good,7,may,193,1,-1,0,unknown,0
23276,36,entrepreneur,0,4,married,F,12,tertiary,no,280,yes,no,,cellular,very good,7,may,252,1,351,1,failure,0
23277,41,services,1,4,single,M,18,primary,no,5907,yes,no,94,cellular,very good,7,may,198,1,167,5,failure,0
23278,36,management,0,1,single,M,10,tertiary,no,-679,yes,yes,86,cellular,very good,7,may,172,1,93,1,failure,0
23279,,self-employed,1,4,married,F,12,tertiary,no,259,yes,no,93,cellular,poor,7,may,47,1,-1,0,unknown,0
23280,45,entrepreneur,1,4,married,F,14,tertiary,no,3689,yes,no,,cellular,critical,7,may,397,1,169,5,failure,0
23281,58,retired,1,3,married,M,14,secondary,no,-324,yes,no,84,unknown,good,7,may,229,2,-1,0,unknown,0
23282,33,admin.,1,4,single,M,14,tertiary,no,475,yes,no,53,cellular,good,7,may,1046,1,-1,0,unknown,1
23283,33,blue-collar,0,1,married,F,14,primary,no,494,yes,no,93,cellular,very good,7,may,159,1,346,2,failure,0
23284,30,admin.,0,2,married,M,15,secondary,no,187,yes,no,87,cellular,critical,7,may,56,1,170,1,failure,0
23285,47,management,1,1,single,M,14,tertiary,no,714,yes,no,91,cellular,good,7,may,609,1,-1,0,unknown,0
23286,42,management,0,4,,M,9,tertiary,no,1435,yes,no,86,cellular,critical,7,may,1148,1,-1,0,unknown,1
23287,39,blue-collar,0,2,,M,12,secondary,no,0,yes,no,64,cellular,good,7,may,502,1,7,2,failure,0
23288,36,management,0,3,,M,16,tertiary,no,4,yes,no,84,cellular,verygood,7,may,855,2,342,1,failure,1
23289,35,management,0,2,single,M,13,tertiary,no,1618,yes,yes,84,cellular,very good,7,may,542,1,-1,0,unknown,1
23290,35,services,0,0,single,F,15,secondary,no,544,yes,no,86,cellular,very good,7,may,91,1,345,2,failure,0
23291,27,technician,0,4,single,M,12,secondary,no,905,yes,yes,88,cellular,very good,7,may,245,1,-1,0,unknown,0
23292,39,management,0,4,single,M,15,tertiary,no,4239,yes,no,88,cellular,critical,7,may,40,1,-1,0,unknown,0
23293,38,entrepreneur,0,1,married,M,15,primary,no,-786,yes,no,85,cellular,critical,7,may,126,1,-1,0,unknown,0
23294,32,blue-collar,1,1,married,F,16,secondary,no,428,yes,no,45,cellular,good,7,may,93,1,363,1,failure,0
23295,34,technician,0,2,married,M,14,secondary,no,-1490,yes,yes,84,unknown,very good,7,may,219,1,-1,0,unknown,0
23296,32,blue-collar,0,2,married,F,15,primary,no,39,yes,no,,cellular,verygood,7,may,128,1,-1,0,unknown,0
23297,30,services,1,2,single,F,18,secondary,no,-271,yes,no,85,cellular,very good,7,may,609,1,337,1,success,1
23298,33,entrepreneur,0,2,married,F,17,tertiary,no,2179,yes,yes,84,cellular,critical,7,may,217,1,167,2,other,0
23299,33,services,1,4,single,F,15,secondary,no,358,yes,no,91,cellular,good,7,may,302,1,356,3,failure,0
23300,26,blue-collar,1,1,single,M,16,secondary,no,2,yes,no,92,cellular,critical,7,may,223,1,-1,0,unknown,0
23301,,blue-collar,1,1,single,M,17,secondary,no,11639,yes,no,82,cellular,good,7,may,1191,1,-1,0,unknown,0
23302,55,blue-collar,0,1,divorced,M,9,secondary,no,-152,yes,no,86,cellular,good,7,may,36,3,-1,0,unknown,0
23303,37,management,1,4,married,F,14,tertiary,no,502,yes,no,94,cellular,poor,7,may,551,1,351,1,failure,0
23304,23,technician,0,4,single,F,11,secondary,no,4659,yes,no,91,cellular,very good,7,may,158,1,318,4,failure,0
23305,24,admin.,1,1,married,F,11,secondary,no,61,yes,yes,86,cellular,very good,7,may,278,1,343,2,other,0
23306,41,blue-collar,0,4,married,F,13,primary,no,6596,yes,no,99,cellular,good,7,may,192,1,168,1,failure,0
23307,58,unknown,1,3,married,M,9,tertiary,no,138,no,no,72,cellular,good,7,may,143,1,346,5,failure,0
23308,,blue-collar,1,0,married,F,13,primary,no,-145,yes,yes,,cellular,very good,7,may,273,1,-1,0,unknown,0
23309,25,blue-collar,0,3,single,F,13,secondary,no,-392,yes,no,53,cellular,very good,7,may,346,1,-1,0,unknown,0
23310,36,entrepreneur,0,4,married,M,15,tertiary,no,4576,yes,no,91,cellular,critical,7,may,272,1,-1,0,unknown,0
23311,25,services,0,3,single,M,14,secondary,no,0,yes,no,88,cellular,very good,7,may,282,1,-1,0,unknown,0
23312,46,management,1,3,married,M,10,secondary,no,1363,yes,yes,,cellular,poor,7,may,60,4,-1,0,unknown,0
23313,47,services,1,4,married,M,16,unknown,no,12839,yes,no,93,cellular,good,7,may,50,1,171,4,failure,0
23314,31,technician,0,0,single,F,15,secondary,no,77,yes,no,93,cellular,critical,7,may,229,1,-1,0,unknown,0
23315,,technician,0,0,married,F,18,secondary,no,6,yes,no,91,cellular,critical,7,may,109,1,367,1,failure,0
23316,31,blue-collar,0,1,single,F,13,secondary,no,1882,no,no,90,cellular,very good,7,may,529,2,-1,0,unknown,0
23317,59,admin.,0,4,single,F,14,secondary,no,2166,yes,yes,84,cellular,very good,7,may,574,1,-1,0,unknown,1
23318,,blue-collar,0,0,married,F,12,secondary,no,913,yes,no,,cellular,critical,7,may,213,1,288,1,failure,0
23319,28,services,0,4,single,M,18,secondary,no,168,yes,no,,cellular,good,7,may,128,1,-1,0,unknown,0
23320,39,technician,1,3,married,F,14,unknown,no,-475,yes,no,93,cellular,very good,7,may,168,3,301,1,failure,0
23321,37,unknown,1,1,single,M,1,unknown,no,2469,yes,no,75,cellular,good,7,may,232,1,-1,0,unknown,0
23322,53,unknown,0,4,married,M,17,tertiary,no,34230,yes,yes,85,unknown,very good,7,may,279,1,358,9,other,0
23323,60,unknown,1,1,,F,17,secondary,no,322,yes,no,93,cellular,critical,7,may,63,1,-1,0,unknown,0
23324,51,services,1,0,married,M,14,unknown,no,6,yes,no,99,unknown,very good,7,may,282,1,-1,0,unknown,0
23325,,retired,1,1,married,M,17,primary,no,670,yes,no,93,cellular,very good,7,may,391,1,-1,0,unknown,0
23326,47,technician,1,3,divorced,M,12,tertiary,no,477,yes,no,,telephone,critical,7,may,973,1,366,1,failure,0
23327,53,unknown,1,2,single,F,4,primary,no,0,yes,no,77,cellular,good,7,may,176,1,322,5,other,0
23328,37,unknown,1,2,married,M,15,secondary,no,7,yes,yes,72,cellular,critical,7,may,336,1,-1,0,unknown,0
23329,41,unknown,1,0,single,F,15,secondary,no,-278,yes,no,86,cellular,good,7,may,17,5,360,3,failure,0
23330,48,blue-collar,1,3,married,F,13,unknown,yes,0,yes,yes,78,cellular,very good,7,may,275,1,-1,0,unknown,0
23331,57,self-employed,1,1,married,M,16,unknown,no,192,yes,no,88,cellular,good,7,may,320,1,-1,0,unknown,0
23332,29,admin.,1,3,,F,18,secondary,no,428,yes,yes,90,cellular,poor,7,may,54,1,345,2,failure,0
23333,37,blue-collar,0,4,married,F,10,primary,no,223,yes,no,85,cellular,Poor,7,may,569,1,297,3,failure,0
23334,58,services,1,3,married,M,15,secondary,no,2745,yes,no,84,unknown,critical,7,may,161,1,324,2,failure,0
23335,53,self-employed,0,3,married,M,11,secondary,no,1066,yes,no,81,cellular,very good,7,may,57,2,170,4,failure,0
23336,44,services,0,4,married,M,9,secondary,no,191,yes,yes,84,unknown,verygood,7,may,490,1,-1,0,unknown,0
23337,24,admin.,1,3,single,F,17,secondary,no,1725,yes,no,84,unknown,critical,7,may,59,1,-1,0,unknown,0
23338,51,unknown,1,4,married,M,2,secondary,no,0,yes,no,92,cellular,verygood,7,may,158,1,300,2,failure,0
23339,,management,0,1,married,M,15,unknown,no,8509,yes,no,87,cellular,good,7,may,147,1,-1,0,unknown,0
23340,48,technician,0,3,married,M,13,secondary,no,-938,yes,no,,cellular,good,7,may,134,1,344,2,failure,0
23341,46,technician,0,3,divorced,M,10,secondary,no,-1034,yes,yes,88,cellular,critical,7,may,195,1,-1,0,unknown,0
23342,,management,0,1,single,M,15,tertiary,no,-307,yes,yes,92,cellular,very good,7,may,447,2,346,2,failure,0
23343,29,blue-collar,0,1,single,M,12,secondary,no,2891,yes,no,93,cellular,very good,7,may,293,1,-1,0,unknown,0
23344,,technician,1,3,,F,14,secondary,no,504,yes,yes,85,cellular,critical,7,may,52,2,-1,0,unknown,0
23345,34,technician,0,0,divorced,F,16,secondary,no,558,yes,no,94,cellular,critical,7,may,130,2,167,5,failure,0
23346,31,blue-collar,0,3,,M,17,secondary,no,0,yes,no,93,cellular,good,7,may,113,2,345,1,other,0
23347,41,housemaid,1,0,married,M,14,primary,no,322,no,no,87,unknown,verygood,7,may,105,1,324,2,failure,0
23348,42,blue-collar,1,1,married,F,12,secondary,no,2044,yes,yes,88,unknown,good,7,may,155,1,282,5,failure,0
23349,29,blue-collar,1,2,single,F,12,unknown,no,43,no,no,87,cellular,very good,7,may,142,1,353,1,failure,0
23350,35,blue-collar,0,4,married,F,14,secondary,no,682,yes,no,93,unknown,good,7,may,141,1,-1,0,unknown,0
23351,,admin.,0,1,married,M,4,secondary,no,874,yes,no,88,cellular,critical,7,may,176,1,287,2,other,0
23352,40,technician,0,4,,M,13,secondary,no,1001,yes,yes,84,cellular,good,7,may,148,1,-1,0,unknown,0
23353,50,blue-collar,0,1,,M,14,secondary,no,16,yes,no,87,cellular,good,7,may,290,1,356,11,failure,0
23354,45,unknown,0,0,married,F,4,tertiary,no,0,yes,no,88,telephone,poor,7,may,309,1,-1,0,unknown,0
23355,28,management,1,3,single,M,14,tertiary,no,682,yes,no,86,cellular,critical,7,may,79,1,-1,0,unknown,0
23356,28,blue-collar,0,2,married,F,13,secondary,no,922,yes,no,85,unknown,good,7,may,226,1,339,1,other,0
23357,47,blue-collar,0,0,married,F,14,primary,no,328,yes,no,,cellular,very good,7,may,58,1,-1,0,unknown,0
23358,25,admin.,1,4,single,F,3,secondary,no,122,yes,no,87,unknown,critical,7,may,481,2,-1,0,unknown,1
23359,35,technician,0,0,single,F,18,unknown,no,1467,yes,yes,88,cellular,critical,7,may,381,1,-1,0,unknown,0
23360,51,blue-collar,1,4,divorced,M,16,primary,no,57,yes,yes,51,cellular,very good,7,may,355,1,-1,0,unknown,0
23361,,blue-collar,1,2,single,M,11,secondary,no,537,yes,no,87,cellular,good,7,may,172,1,353,2,other,0
23362,47,blue-collar,0,2,,F,10,primary,no,206,yes,yes,84,cellular,critical,7,may,118,1,-1,0,unknown,0
23363,41,technician,0,0,single,M,13,tertiary,no,5365,yes,no,97,cellular,good,7,may,412,2,-1,0,unknown,0
23364,57,retired,0,0,,M,13,secondary,no,455,yes,no,81,cellular,good,7,may,361,1,-1,0,unknown,0
23365,34,entrepreneur,1,0,married,F,4,secondary,no,393,yes,no,90,cellular,critical,7,may,174,1,293,3,failure,0
23366,47,services,0,2,married,F,14,unknown,no,278,yes,no,96,cellular,very good,7,may,51,1,366,1,other,0
23367,34,blue-collar,0,2,married,M,5,unknown,no,0,yes,no,86,cellular,good,7,may,183,1,-1,0,unknown,0
23368,43,blue-collar,1,1,single,F,14,primary,no,181,yes,no,51,unknown,good,7,may,174,1,343,2,failure,0
23369,40,blue-collar,1,0,married,M,9,primary,no,32,yes,no,44,unknown,good,7,may,102,1,-1,0,unknown,0
23370,51,blue-collar,0,2,married,F,4,secondary,no,160,yes,no,91,cellular,good,7,may,136,1,359,1,failure,0
23371,36,blue-collar,0,3,,F,11,secondary,no,0,yes,no,86,cellular,good,7,may,332,1,-1,0,unknown,0
23372,44,services,1,4,,F,10,primary,no,3,yes,no,93,cellular,good,7,may,228,1,-1,0,unknown,0
23373,50,services,1,1,divorced,F,9,secondary,no,339,yes,no,50,cellular,very good,7,may,43,3,-1,0,unknown,0
23374,51,technician,0,3,married,F,15,unknown,no,-1944,yes,no,87,cellular,very good,7,may,623,1,-1,0,unknown,1
23375,55,blue-collar,1,4,married,F,14,secondary,no,2854,yes,no,51,cellular,very good,7,may,312,1,-1,0,unknown,0
23376,32,management,0,0,married,F,11,tertiary,no,1544,yes,no,88,cellular,critical,7,may,265,1,-1,0,unknown,0
23377,35,blue-collar,1,1,,F,14,secondary,no,2227,yes,no,84,cellular,very good,7,may,219,1,-1,0,unknown,0
23378,32,unknown,1,2,single,F,14,secondary,no,-219,yes,no,83,cellular,good,7,may,446,6,342,2,failure,0
23379,30,unknown,0,0,married,F,14,secondary,yes,-388,yes,no,90,cellular,critical,7,may,263,1,293,3,failure,0
23380,,blue-collar,0,1,divorced,M,5,secondary,no,0,yes,no,94,cellular,poor,7,may,135,1,-1,0,unknown,0
23381,58,blue-collar,0,2,married,M,16,unknown,no,807,yes,no,92,cellular,very good,7,may,57,1,366,2,failure,0
23382,31,technician,0,2,single,M,14,secondary,no,656,yes,no,93,cellular,critical,7,may,158,1,275,1,other,0
23383,40,blue-collar,0,2,married,F,14,secondary,no,1938,yes,no,86,cellular,very good,7,may,228,1,-1,0,unknown,0
23384,51,admin.,0,4,married,F,15,secondary,no,3025,no,no,86,cellular,critical,7,may,476,1,352,1,other,1
23385,36,blue-collar,1,1,married,F,11,unknown,no,2095,yes,no,65,cellular,very good,7,may,122,2,-1,0,unknown,0
23386,55,blue-collar,0,1,married,M,17,primary,no,728,yes,no,89,cellular,very good,7,may,247,1,-1,0,unknown,0
23387,32,blue-collar,0,2,,M,7,secondary,no,489,yes,no,87,cellular,poor,7,may,103,2,349,4,failure,0
23388,34,technician,1,3,,F,17,secondary,no,592,yes,no,81,cellular,critical,7,may,67,3,-1,0,unknown,0
23389,35,unknown,1,4,married,M,18,unknown,no,0,yes,no,74,cellular,good,7,may,121,2,-1,0,unknown,0
23390,28,services,0,0,married,F,19,secondary,no,15,yes,no,94,cellular,very good,7,may,182,2,356,1,failure,0
23391,34,management,1,2,married,M,14,tertiary,no,676,no,no,96,unknown,critical,7,may,156,1,177,1,success,0
23392,,blue-collar,1,0,married,M,13,secondary,no,-327,yes,no,84,cellular,very good,7,may,423,1,-1,0,unknown,0
23393,34,services,1,0,married,F,17,secondary,no,-99,yes,yes,93,cellular,good,7,may,258,2,-1,0,unknown,0
23394,,unknown,1,4,married,F,15,secondary,no,478,yes,no,95,unknown,very good,7,may,349,1,338,1,failure,0
23395,28,unknown,0,1,single,M,14,secondary,no,618,yes,no,,cellular,critical,7,may,281,1,-1,0,unknown,0
23396,51,services,0,2,,M,10,tertiary,no,218,yes,no,96,cellular,good,7,may,154,3,363,2,failure,0
23397,59,management,1,4,,F,11,tertiary,yes,-23,yes,no,90,telephone,verygood,7,may,287,2,-1,0,unknown,0
23398,28,technician,1,3,,M,18,secondary,no,7449,yes,no,91,cellular,verygood,7,may,193,1,-1,0,unknown,0
23399,31,unknown,1,2,single,F,15,unknown,no,1626,no,no,86,cellular,Poor,7,may,356,2,286,3,failure,0
23400,30,management,1,1,single,F,11,unknown,no,492,yes,no,87,cellular,very good,7,may,94,1,-1,0,unknown,0
23401,53,technician,0,4,,F,13,tertiary,no,757,yes,no,95,cellular,good,7,may,122,2,-1,0,unknown,0
23402,56,blue-collar,0,4,married,M,13,unknown,no,982,yes,yes,84,cellular,good,7,may,135,2,-1,0,unknown,0
23403,31,management,1,0,single,M,13,secondary,no,202,yes,no,63,cellular,very good,7,may,590,1,-1,0,unknown,0
23404,32,blue-collar,0,2,single,F,13,primary,no,216,yes,no,64,unknown,very good,7,may,87,2,351,1,success,0
23405,43,unknown,0,2,,M,11,secondary,no,-91,yes,yes,90,cellular,critical,7,may,92,3,167,4,other,0
23406,,technician,1,2,single,M,13,unknown,no,231,yes,no,59,cellular,critical,7,may,560,3,367,1,other,0
23407,36,admin.,1,2,,M,17,secondary,no,9,yes,no,87,cellular,critical,7,may,473,2,-1,0,unknown,0
23408,,technician,1,1,single,F,12,unknown,no,1371,yes,yes,83,cellular,poor,7,may,166,2,-1,0,unknown,0
23409,53,blue-collar,1,2,single,F,12,unknown,no,160,yes,no,84,cellular,critical,7,may,589,2,-1,0,unknown,0
23410,44,services,1,1,married,M,13,unknown,no,2386,yes,no,86,cellular,very good,7,may,228,2,-1,0,unknown,0
23411,50,self-employed,0,3,,M,14,secondary,no,766,yes,no,88,cellular,good,7,may,253,2,304,4,failure,0
